book_title, book_reference, author_names, avg_rating, num_ratings, year_published 
How I Raised Myself From Failure to Success in Selling (Paperback),/book/show/109515.How_I_Raised_Myself_From_Failure_to_Success_in_Selling,Frank Bettger,4.27,14156,1947
Too Good to Leave; Too Bad to Stay: A Step-by-Step Guide to Help You Decide Whether to Stay In or Get Out of Your Relationship (Paperback),/book/show/46681.Too_Good_to_Leave_Too_Bad_to_Stay,Mira Kirshenbaum,4.14,2040,1996
This Is Where You Belong: The Art and Science of Loving the Place You Live (Hardcover),/book/show/27209432-this-is-where-you-belong,Melody Warnick,3.67,3056,2016
How to Get Sh*t Done: Why Women Need to Stop Doing Everything so They Can Achieve Anything (Hardcover),/book/show/35297359-how-to-get-sh-t-done,Erin Falconer,3.39,794,
The Power of When: Discover Your Chronotype--and the Best Time to Eat Lunch; Ask for a Raise; Have Sex; Write a Novel; Take Your Meds; and More (Hardcover),/book/show/28449255-the-power-of-when,Michael Breus,3.56,2117,2016
Wishes Fulfilled: Mastering the Art of Manifesting (Hardcover),/book/show/12489036-wishes-fulfilled,Wayne W. Dyer,4.28,4900,2012
Start Where You Are: A Journal for Self-Exploration (Paperback),/book/show/24611808-start-where-you-are,Meera Lee Patel,4.23,1187,2015
Mind Hacking: How to Change Your Mind for Good in 21 Days (Hardcover),/book/show/23972780-mind-hacking,John Hargrave,3.77,1505,2015
I Am That Girl: How to Speak Your Truth; Discover Your Purpose; and #bethatgirl (Paperback),/book/show/18330189-i-am-that-girl,Alexis Jones,3.97,1721,2013
Lovingkindness: The Revolutionary Art of Happiness (Hardcover),/book/show/38215.Lovingkindness,Sharon Salzberg,4.19,5694,1995
The Gaslight Effect: How to Spot and Survive the Hidden Manipulation Others Use to Control Your Life (Paperback),/book/show/36520721-the-gaslight-effect,Robin Stern,3.91,945,2007
The New Codependency: Help and Guidance for Today's Generation (Hardcover),/book/show/5988850-the-new-codependency,Melody Beattie,3.92,1362,2008
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,/book/show/187633.Art_and_Fear,David Bayles,3.73,70544,1993
When Food Is Love: Exploring the Relationship Between Eating and Intimacy (Paperback),/book/show/39175.When_Food_Is_Love,Geneen Roth,4.04,1809,1991
The Birth Order Book: Why You Are the Way You Are (Paperback),/book/show/48760.The_Birth_Order_Book,Kevin Leman,3.78,5704,1984
Take Time for Your Life (Paperback),/book/show/380047.Take_Time_for_Your_Life,Cheryl Richardson,4.01,1745,1998
How to Be Happy; Dammit: A Cynic's Guide to Spiritual Happiness (Paperback),/book/show/690400.How_to_Be_Happy_Dammit,Karen Salmansohn,4.04,878,2001
The No Asshole Rule: Building a Civilized Workplace and Surviving One That Isn't (Hardcover),/book/show/97905.The_No_Asshole_Rule,Robert I. Sutton,3.64,6810,2000
Winning with People (Paperback),/book/show/7538.Winning_with_People,John C. Maxwell,4.27,6162,2005
No Hard Feelings: The Secret Power of Embracing Emotions at Work (Kindle Edition),/book/show/42734244-no-hard-feelings,Liz Fosslien,4.05,1984,2019
The Asshole Survival Guide: How to Deal with People Who Treat You Like Dirt (Hardcover),/book/show/33503509-the-asshole-survival-guide,Robert I. Sutton,3.55,1782,2017
Reviving Ophelia: Saving the Selves of Adolescent Girls (Paperback),/book/show/159760.Reviving_Ophelia,Mary Pipher,3.87,24889,1994
You Are Here: An Owner's Manual for Dangerous Minds (Paperback),/book/show/30360170-you-are-here,Jenny  Lawson,4.29,2848,2017
True Refuge: Finding Peace and Freedom in Your Own Awakened Heart (Kindle Edition),/book/show/40651734-true-refuge,Tara Brach,4.19,2425,2013
7 Strategies for Wealth & Happiness: Power Ideas from America's Foremost Business Philosopher (Paperback),/book/show/764702.7_Strategies_for_Wealth_Happiness,Jim Rohn,4.5,2022,1383
Imagine: How Creativity Works (Hardcover),/book/show/12987640-imagine,Jonah Lehrer,3.81,37207,2012
Autobiography of a Yogi (Paperback),/book/show/639864.Autobiography_of_a_Yogi,Paramahansa Yogananda,4.22,47438,1946
A Million Miles in a Thousand Years: What I Learned While Editing My Life (Hardcover),/book/show/1999475.A_Million_Miles_in_a_Thousand_Years,Donald Miller,4.16,24862,2009
Self-Reliance (Paperback),/book/show/1760630.Self_Reliance,Ralph Waldo Emerson,4.03,7036,1841
Twelve Steps to a Compassionate Life (Audio CD),/book/show/8867135-twelve-steps-to-a-compassionate-life,Karen Armstrong,3.78,3196,2010
She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Hardcover),/book/show/528985.She_Comes_First,Ian Kerner,4.11,5417,2004
The Pursuit of Perfect: How to Stop Chasing Perfection and Start Living a Richer; Happier Life (Hardcover),/book/show/4462310-the-pursuit-of-perfect,Tal Ben-Shahar,4.05,1388,2009
Women's Bodies; Women's Wisdom: Creating Physical and Emotional Health and Healing (Paperback),/book/show/131830.Women_s_Bodies_Women_s_Wisdom,Christiane Northrup,4.33,12223,1994
Life's Little Instruction Book: 511 Suggestions; Observations; and Reminders on How to Live a Happy and Rewarding Life (Paperback),/book/show/968154.Life_s_Little_Instruction_Book,H. Jackson Brown Jr.,4,3359,1940
Don't Sweat the Small Stuff at Work: Simple Ways to Minimize Stress and Conflict While Bringing Out the Best in Yourself and Others (Paperback),/book/show/663401.Don_t_Sweat_the_Small_Stuff_at_Work,Richard Carlson,3.84,1382,1998
Don't Sweat the Small Stuff in Love: Simple Ways to Nurture and Strengthen Your Relationships While Avoiding the Habits That Break Down Your Loving Connection (Hardcover),/book/show/212245.Don_t_Sweat_the_Small_Stuff_in_Love,Richard Carlson,4.05,1992,1999
The Speed Reading Book (Mind Set),/book/show/791505.The_Speed_Reading_Book,Tony Buzan,3.55,2137,1971
How to Be an Antiracist (Hardcover),/book/show/40265832-how-to-be-an-antiracist,Ibram X. Kendi,4.44,51865,2019
Good Habits; Bad Habits: The Science of Making Positive Changes That Stick (Hardcover),/book/show/43565368-good-habits-bad-habits,Wendy Wood,3.74,1079,2019
The Second Mountain (Hardcover),/book/show/40642458-the-second-mountain,David  Brooks,3.74,5148,2019
Lagom: The Swedish Art of Balanced Living (Hardcover),/book/show/35099236-lagom,Linnea Dunne,3.57,3363,2017
Rising Strong as a Spiritual Practice (Audio CD),/book/show/28862373-rising-strong-as-a-spiritual-practice,Bren\xc3\xa9 Brown,4.5,2916,
Ignore Everybody: and 39 Other Keys to Creativity (Hardcover),/book/show/6162567-ignore-everybody,Hugh MacLeod,4,20379,2009
Steal the Show: From Speeches to Job Interviews to Deal-Closing Pitches; How to Guarantee a Standing Ovation for All the Performances in Your Life (Hardcover),/book/show/23214164-steal-the-show,Michael Port,3.68,979,2015
Into the Magic Shop: A Neurosurgeon's Quest to Discover the Mysteries of the Brain and the Secrets of the Heart (Hardcover),/book/show/25733658-into-the-magic-shop,James R. Doty,4.26,9444,2016
Yes Please (Hardcover),/book/show/20910157-yes-please,Amy Poehler,3.83,426329,2014
Warrior Goddess Training: Become the Woman You Are Meant to Be (Paperback),/book/show/21544940-warrior-goddess-training,HeatherAsh Amara,3.99,2896,2014
Zero Waste Home: The Ultimate Guide to Simplifying Your Life by Reducing Your Waste (Paperback),/book/show/15802945-zero-waste-home,Bea Johnson,3.81,6221,2013
Fluent in 3 Months: How Anyone at Any Age Can Learn to Speak Any Language from Anywhere in the World (Paperback),/book/show/18085519-fluent-in-3-months,Benny Lewis,3.66,3978,2014
On Becoming a Person: A Therapist's View of Psychotherapy (Paperback),/book/show/174879.On_Becoming_a_Person,Carl R. Rogers,4.15,13516,1961
Creativity: Flow and the Psychology of Discovery and Invention (Kindle Edition),/book/show/40389418-creativity,Mihaly Csikszentmihalyi,4.08,4795,1996
Emotion Code: How to Release Your Trapped Emotions for Abundant Health; Love and Happiness (Paperback),/book/show/2466469.Emotion_Code,Bradley Nelson,4.06,2078,2007
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Paperback),/book/show/38315.Fooled_by_Randomness,Nassim Nicholas Taleb,4.07,47825,2001
Follow Your Heart (Paperback),/book/show/38903.Follow_Your_Heart,Andrew Matthews,4.23,2056,1999
The World According to Mister Rogers: Important Things to Remember (Hardcover),/book/show/73123.The_World_According_to_Mister_Rogers,Fred Rogers,4.38,4560,2003
Attitude Is Everything: Change Your Attitude... and You Change Your Life! (Paperback),/book/show/482579.Attitude_Is_Everything,Jeff Keller,4.18,3875,1999
The 7 Habits of Highly Effective People Personal Workbook (Paperback),/book/show/2250.The_7_Habits_of_Highly_Effective_People_Personal_Workbook,Stephen R. Covey,4.25,2469,2003
Transitions: Making Sense of Life's Changes (Paperback),/book/show/159615.Transitions,William  Bridges,4.02,2110,1980
The Art of the Start: The Time-Tested; Battle-Hardened Guide for Anyone Starting Anything (Hardcover),/book/show/37875.The_Art_of_the_Start,Guy Kawasaki,3.87,25158,2004
The Path of Least Resistance: Learning to Become the Creative Force in Your Own Life (Paperback),/book/show/994560.The_Path_of_Least_Resistance,Robert Fritz,4.06,1440,1984
Illusions: The Adventures of a Reluctant Messiah (Paperback),/book/show/29946.Illusions,Richard Bach,4.15,56615,1977
You: On a Diet: The Owner's Manual for Waist Management (Hardcover),/book/show/29571.You,Michael F. Roizen,3.66,4843,2009
The New Drawing on the Right Side of the Brain (Paperback),/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain,Betty Edwards,3.86,295337,1979
Eats; Shoots & Leaves: The Zero Tolerance Approach to Punctuation (Paperback),/book/show/8600.Eats_Shoots_Leaves,Lynne Truss,3.87,96751,2003
This Is Me Letting You Go (Kindle Edition),/book/show/29924756-this-is-me-letting-you-go,Heidi Priebe,4.16,3501,2016
The Choice: Embrace the Possible (Hardcover),/book/show/30753738-the-choice,Edith Eger,4.56,28162,2017
Ta deuxi\xc3\xa8me vie commence quand tu comprends que tu n'en as qu'une (Kindle Edition),/book/show/26805285-ta-deuxi-me-vie-commence-quand-tu-comprends-que-tu-n-en-as-qu-une,Rapha\xc3\xablle Giordano,3.54,10582,2015
The Social Animal: The Hidden Sources of Love; Character; and Achievement (Hardcover),/book/show/9628743-the-social-animal,David  Brooks,3.86,21141,2011
Scary Close: Dropping the Act and Finding True Intimacy (Audio CD),/book/show/23271418-scary-close,Donald Miller,4.1,11824,2015
The Fringe Hours: Making Time for You (Paperback),/book/show/22504623-the-fringe-hours,Jessica N. Turner,3.55,2917,2015
Lean in for Graduates: With New Chapters by Experts; Including Find Your First Job; Negotiate Your Salary; and Own Who You Are (Hardcover),/book/show/20587901-lean-in-for-graduates,Sheryl Sandberg,4.13,3461,2014
The Universe Doesn't Give a Flying Fuck About You (Kindle Edition),/book/show/13628888-the-universe-doesn-t-give-a-flying-fuck-about-you,Johnny B. Truant,3.77,7186,2012
Organized Simplicity: The Clutter-Free Approach to Intentional Living (Hardcover),/book/show/8109713-organized-simplicity,Tsh Oxenreider,3.76,4579,2010
Positivity: Groundbreaking Research Reveals How to Embrace the Hidden Strength of Positive Emotions; Overcome Negativity; and Thrive (Hardcover),/book/show/5629833-positivity,Barbara L. Fredrickson,3.99,2170,2009
Boundaries in Dating (Paperback),/book/show/345149.Boundaries_in_Dating,Henry Cloud,4.13,4107,1999
For One More Day (Hardcover),/book/show/10929.For_One_More_Day,Mitch Albom,4.1,123639,2006
Radical Honesty : How to Transform Your Life by Telling the Truth (Paperback),/book/show/551511.Radical_Honesty_,Brad Blanton,3.85,1906,1994
The Rhythm of Life: Living Every Day with Passion and Purpose (Paperback),/book/show/684383.The_Rhythm_of_Life,Matthew Kelly,4.24,2281,1999
13 Things Mentally Strong Women Don't Do: Own Your Power; Channel Your Confidence; and Find Your Authentic Voice for a Life of Meaning and Joy (ebook),/book/show/37819094-13-things-mentally-strong-women-don-t-do,Amy Morin,3.93,993,2018
Eight Dates: Essential Conversations for a Lifetime of Love (Hardcover),/book/show/37588679-eight-dates,John M. Gottman,4.2,1500,2019
Altered Traits: Science Reveals How Meditation Changes Your Mind; Brain; and Body (Hardcover),/book/show/34272471-altered-traits,Daniel Goleman,3.92,2694,2017
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet; Weight Loss; and Long-term Health (Paperback),/book/show/178788.The_China_Study,T. Colin Campbell,4.23,25375,2001
The Secret Lives of Introverts: Inside Our Hidden World (Paperback),/book/show/35415920-the-secret-lives-of-introverts,Jenn Granneman,3.77,1641,2017
The Rational Male (Paperback),/book/show/18634307-the-rational-male,Rollo Tomassi,4.22,4147,2013
How to Raise an Adult: Break Free of the Overparenting Trap and Prepare Your Kid for Success (Hardcover),/book/show/23168823-how-to-raise-an-adult,Julie Lythcott-Haims,4.14,7071,2015
Bold: How to Go Big; Create Wealth and Impact the World (Hardcover),/book/show/22609444-bold,Peter H. Diamandis,4.02,8303,2015
Everything That Remains: A Memoir by the Minimalists (Paperback),/book/show/20370505-everything-that-remains,Joshua Fields Millburn,3.81,7967,2013
Help Thanks Wow: The Three Essential Prayers (Hardcover),/book/show/15737147-help-thanks-wow,Anne Lamott,3.97,17134,2012
T\xc3\xb4i T\xe1\xbb\xb1 H\xe1\xbb\x8dc (Paperback),/book/show/13638804-t-i-t-h-c,Nguy\xe1\xbb\x85n Duy C\xe1\xba\xa7n,4.24,1591,1959
Always Know What To Say - Easy Ways To Approach And Talk To Anyone (Kindle Edition),/book/show/13565106-always-know-what-to-say---easy-ways-to-approach-and-talk-to-anyone,Peter W. Murphy,3.21,3575,2011
52 Small Changes: One Year to a Happier; Healthier You (Kindle Edition),/book/show/13362937-52-small-changes,Brett Blumenthal,3.41,1418,2011
The 5 Levels of Leadership: Proven Steps to Maximize Your Potential (Hardcover),/book/show/11225698-the-5-levels-of-leadership,John C. Maxwell,4.29,4413,2011
When the Body Says No: The Cost of Hidden Stress (Paperback),/book/show/450534.When_the_Body_Says_No,Gabor Mat\xc3\xa9,4.31,4447,2003
The Art of Manliness: Classic Skills and Manners for the Modern Man (Paperback),/book/show/6962801-the-art-of-manliness,Brett McKay,3.91,2751,2009
Oh; the Places You'll Go! (Hardcover),/book/show/191139.Oh_the_Places_You_ll_Go_,Dr. Seuss,4.35,325736,1990
Passionate Marriage: Keeping Love and Intimacy Alive in Committed Relationships (Paperback),/book/show/6105434-passionate-marriage,David Schnarch,4.13,2776,1997
50 Self-Help Classics: 50 Inspirational Books to Transform Your Life from Timeless Sages to Contemporary Gurus (Paperback),/book/show/149309.50_Self_Help_Classics,Tom Butler-Bowdon,3.92,755,2003
The Relaxation & Stress Reduction Workbook (Paperback),/book/show/842106.The_Relaxation_Stress_Reduction_Workbook,Martha Davis,4.02,1191,1980
The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer (Mass Market Paperback),/book/show/132900.The_Happiest_Baby_on_the_Block,Harvey Karp,3.91,22333,2002
Children of the Self-Absorbed: A Grown-Up's Guide to Getting over Narcissistic Parents (Paperback),/book/show/180466.Children_of_the_Self_Absorbed,Nina W. Brown,3.92,1181,2000
Ageless Body; Timeless Mind: The Quantum Alternative to Growing Old (Paperback),/book/show/836512.Ageless_Body_Timeless_Mind,Deepak Chopra,4.04,10113,1993
The Saint; the Surfer; and the CEO: A Remarkable Story about Living Your Heart's Desires (Paperback),/book/show/289030.The_Saint_the_Surfer_and_the_CEO,Robin S. Sharma,4.03,3948,2002
The Boy; the Mole; the Fox and the Horse (Hardcover),/book/show/43708884-the-boy-the-mole-the-fox-and-the-horse,Charlie Mackesy,4.61,30672,2019
The F*ck It Diet: Eating Should Be Easy (ebook),/book/show/39893127-the-f-ck-it-diet,Caroline Dooner,4.15,3274,2019
How to Take Smart Notes: One Simple Technique to Boost Writing; Learning and Thinking \xe2\x80\x93 for Students; Academics and Nonfiction Book Writers (Kindle Edition),/book/show/34507927-how-to-take-smart-notes,S\xc3\xb6nke Ahrens,4.32,1704,2017
THINK STRAIGHT: Change Your Thoughts; Change Your Life (Kindle Edition),/book/show/36640169-think-straight,Darius Foroux,3.88,5847,2017
The Art of the Good Life,/book/show/36340275-the-art-of-the-good-life,Rolf Dobelli,4.05,3171,2012
The State of Affairs: Rethinking Infidelity (ebook),/book/show/34017010-the-state-of-affairs,Esther Perel,4.35,8000,2017
Wait; What?: And Life's Other Essential Questions (ebook),/book/show/31307683-wait-what,James E. Ryan,3.94,2993,2017
You Mean I'm Not Lazy; Stupid or Crazy?!: A Self-Help Book for Adults with Attention Deficit Disorder (Paperback),/book/show/1277029.You_Mean_I_m_Not_Lazy_Stupid_or_Crazy_,Kate   Kelly,4,1950,1993
Say Goodbye to Survival Mode: 9 Simple Strategies to Stress Less; Sleep More; and Restore Your Passion for Life (Hardcover),/book/show/18110681-say-goodbye-to-survival-mode,Crystal Paine,3.78,2139,2014
Die Empty: Unleash Your Best Work Every Day (Hardcover),/book/show/16158560-die-empty,Todd Henry,3.83,2471,2013
I Am Gifted; So Are You!,/book/show/1001034.I_Am_Gifted_So_Are_You_,Adam Khoo,4.05,1970,1998
The Year of Magical Thinking (Paperback),/book/show/7815.The_Year_of_Magical_Thinking,Joan Didion,3.89,140166,2005
I Don't Have to Make Everything All Better: Six Practical Principles That Empower Others to Solve Their Own Problems While Enriching Your Relationships (Paperback),/book/show/556935.I_Don_t_Have_to_Make_Everything_All_Better,Gary B. Lundberg,4.14,796,1995
The Explosive Child (Paperback),/book/show/127641.The_Explosive_Child,Ross W. Greene,4.1,6651,1998
Do Nothing: How to Break Away from Overworking; Overdoing; and Underliving (Hardcover),/book/show/52668196-do-nothing,Celeste Headlee,3.89,981,2020
WOLFPACK: How to Come Together; Unleash Our Power; and Change the Game (Hardcover),/book/show/41812857-wolfpack,Abby Wambach,4.06,9893,2019
The Next Right Thing: A Simple; Soulful Practice for Making Life Decisions (Hardcover),/book/show/42244997-the-next-right-thing,Emily P. Freeman,4.38,3498,2019
365 Thank Yous: The Year a Simple Act of Daily Gratitude Changed My Life (Hardcover),/book/show/9543092-365-thank-yous,John Kralik,3.89,3802,2010
Slow: Simple Living for a Frantic World (Hardcover),/book/show/36954707-slow,Brooke McAlary,3.92,2397,2018
What a Time to Be Alone: The Slumflower's Guide to Why You Are Already Enough (Hardcover),/book/show/38744579-what-a-time-to-be-alone,Chidera Eggerue,3.91,3286,2018
101 Essays That Will Change The Way You Think (Kindle Edition),/book/show/32998876-101-essays-that-will-change-the-way-you-think,Brianna Wiest,4.08,1196,2016
I'm Judging You: The Do-Better Manual (Paperback),/book/show/28696602-i-m-judging-you,Luvvie Ajayi Jones,3.68,10109,2016
The Index Card: Why Personal Finance Doesn\xe2\x80\x99t Have to Be Complicated (Hardcover),/book/show/25361911-the-index-card,Helaine Olen,3.9,2751,2016
Manifest Your Destiny (Hardcover),/book/show/468667.Manifest_Your_Destiny,Wayne W. Dyer,4.19,2287,1997
Too Soon Old; Too Late Smart: Thirty True Things You Need to Know Now (Hardcover),/book/show/51526.Too_Soon_Old_Too_Late_Smart,Gordon Livingston,3.83,2473,2004
Habit Stacking: 97 Small Life Changes That Take Five Minutes or Less (Kindle Edition),/book/show/22021732-habit-stacking,S.J. Scott,3.34,2286,2014
Staying Strong: 365 Days a Year (Hardcover),/book/show/18479831-staying-strong,Demi Lovato,3.99,9630,2012
Unstuff Your Life!: Kick the Clutter Habit and Completely Organize Your Life for Good (Paperback),/book/show/7862916-unstuff-your-life,Andrew Mellen,3.68,1334,2010
Gunn's Golden Rules: Life's Little Lessons for Making It Work (Hardcover),/book/show/7684650-gunn-s-golden-rules,Tim Gunn,3.75,5161,2010
Trauma and Recovery: The Aftermath of Violence - From Domestic Abuse to Political Terror (Paperback),/book/show/542700.Trauma_and_Recovery,Judith Lewis Herman,4.34,10297,1992
Peaks and Valleys: Making Good And Bad Times Work For You--At Work And In Life (Hardcover),/book/show/6125225-peaks-and-valleys,Spencer Johnson,4.01,3206,2009
Problem Solving 101: A Simple Book for Smart People (Hardcover),/book/show/6271219-problem-solving-101,Ken Watanabe,4.1,2639,2007
Zen and the Art of Happiness (Paperback),/book/show/38212.Zen_and_the_Art_of_Happiness,Chris Prentiss,4.04,3603,2006
Body For Life: 12 Weeks to Mental and Physical Strength (Hardcover),/book/show/1120.Body_For_Life,Bill Phillips,3.74,4007,1999
Winning (Hardcover),/book/show/866222.Winning,Jack Welch,3.84,38390,1992
I've Been Thinking . . .Reflections; Prayers; and Meditations for a Meaningful Life (Hardcover),/book/show/35861628-i-ve-been-thinking-reflections-prayers-and-meditations-for-a-mean,Maria Shriver,4.18,4437,2018
The New One Minute Manager (Hardcover),/book/show/22103881-the-new-one-minute-manager,Kenneth H. Blanchard,3.92,6571,2015
Women Rowing North: Navigating Life\xe2\x80\x99s Currents and Flourishing As We Age (Hardcover),/book/show/38884171-women-rowing-north,Mary Pipher,3.67,4333,2019
How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise; Promotion; or Job (Hardcover),/book/show/36204301-how-women-rise,Sally Helgesen,4.14,2648,2018
A Simplified Life: Tactical Tools for Intentional Living (Hardcover),/book/show/34460565-a-simplified-life,Emily Ley,3.94,3826,2017
The Craving Mind: From Cigarettes to Smartphones to Love \xe2\x80\x93 Why We Get Hooked and How We Can Break Bad Habits (Hardcover),/book/show/32714199-the-craving-mind,Judson Brewer,3.76,1633,2017
Stealing Fire: How Silicon Valley; the Navy SEALs; and Maverick Scientists Are Revolutionizing the Way We Live and Work (ebook),/book/show/30317415-stealing-fire,Steven Kotler,3.96,5244,2017
Feminist Fight Club: An Office Survival Manual for a Sexist Workplace (ebook),/book/show/26198213-feminist-fight-club,Jessica   Bennett,3.8,6424,2016
Messy: The Power of Disorder to Transform Our Lives (Hardcover),/book/show/28815513-messy,Tim Harford,3.93,2580,
Our Iceberg Is Melting: Changing and Succeeding Under Any Conditions (Hardcover),/book/show/419461.Our_Iceberg_Is_Melting,John P. Kotter,3.78,11515,2005
Do Over: Rescue Monday; Reinvent Your Work; and Never Get Stuck (Hardcover),/book/show/22571775-do-over,Jon Acuff,4.05,3099,2015
Make it Happen: Surrender Your Fear. Take the Leap. Live On Purpose. (Paperback),/book/show/21548891-make-it-happen,Lara Casey,4.09,2090,2014
Mere Christianity (Kindle Edition),/book/show/40792344-mere-christianity,C.S. Lewis,4.32,295773,1952
The Body Book: The Law of Hunger; the Science of Strength; and Other Ways to Love Your Amazing Body (Hardcover),/book/show/17349247-the-body-book,Cameron D\xc3\xadaz,3.74,6996,2013
The Gifts of Imperfect Parenting: Raising Children with Courage; Compassion; and Connection (Audio CD),/book/show/16291800-the-gifts-of-imperfect-parenting,Bren\xc3\xa9 Brown,4.56,3317,
The Righteous Mind: Why Good People Are Divided by Politics and Religion (Hardcover),/book/show/11324722-the-righteous-mind,Jonathan Haidt,4.21,33089,2012
The Art of Choosing (Hardcover),/book/show/6648865-the-art-of-choosing,Sheena Iyengar,3.84,5832,2010
Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality (Hardcover),/book/show/7696135-making-ideas-happen,Scott Belsky,3.99,19235,2010
Add More ~Ing To Your Life: A Hip Guide to Happiness (Paperback),/book/show/7378983-add-more-ing-to-your-life,Gabrielle Bernstein,3.82,1279,2010
Courage: The Joy of Living Dangerously (ebook),/book/show/96999.Courage,Osho,4.14,5338,1977
Changes That Heal: The Four Shifts That Make Everything Better\xe2\x80\xa6And That Anyone Can Do (Paperback),/book/show/51374.Changes_That_Heal,Henry Cloud,4.37,2995,1992
How to Practice: The Way to a Meaningful Life (Paperback),/book/show/213743.How_to_Practice,Dalai Lama XIV,4.1,8267,2002
Taming Your Gremlin: A Surprisingly Simple Method for Getting Out of Your Own Way (Paperback),/book/show/339574.Taming_Your_Gremlin,Rick Carson,3.88,1302,1900
Zero Limits: The Secret Hawaiian System for Wealth; Health; Peace; and More (Hardcover),/book/show/49476.Zero_Limits,Joe Vitale,4.03,3800,2007
The Road Less Traveled and Beyond: Spiritual Growth in an Age of Anxiety (Paperback),/book/show/4442.The_Road_Less_Traveled_and_Beyond,M. Scott Peck,4.14,3534,1986
Self-Discipline in 10 Days: How to Go from Thinking to Doing (Paperback),/book/show/255131.Self_Discipline_in_10_Days,Theodore Bryant,3.85,778,1991
Money; and the Law of Attraction: Learning to Attract Wealth; Health; and Happiness (Hardcover),/book/show/2505836.Money_and_the_Law_of_Attraction,Esther Hicks,4.27,10846,2008
14;000 Things to Be Happy About: The Happy Book (Paperback),/book/show/667416.14_000_Things_to_Be_Happy_About,Barbara Ann Kipfer,4.03,2690,1990
Why We Can't Sleep: Women's New Midlife Crisis (Hardcover),/book/show/51285456-why-we-can-t-sleep,Ada Calhoun,3.75,4288,2020
Hope and Help for Your Nerves (Paperback),/book/show/194383.Hope_and_Help_for_Your_Nerves,Claire Weekes,4.26,1162,1969
Fierce Conversations: Achieving Success at Work and in Life One Conversation at a Time (Paperback),/book/show/31579916-fierce-conversations,Susan Scott,4,4425,2002
Drop the Ball: Achieving More by Doing Less (Hardcover),/book/show/29243734-drop-the-ball,Tiffany Dufu,3.84,2347,2017
The Happiness Track: How to Apply the Science of Happiness to Accelerate Your Success (Hardcover),/book/show/25817140-the-happiness-track,Emma Sepp\xc3\xa4l\xc3\xa4,3.76,1241,2016
How to Relax (Mindfulness Essentials; #5),/book/show/23846205-how-to-relax,Thich Nhat Hanh,4.23,2133,2015
Reclaiming Conversation: The Power of Talk in a Digital Age (Hardcover),/book/show/24612127-reclaiming-conversation,Sherry Turkle,3.81,3507,2015
Doing Good Better: How Effective Altruism Can Help You Make a Difference (Hardcover),/book/show/23398748-doing-good-better,William MacAskill,4.24,3752,2015
Leave Your Mark (Hardcover),/book/show/23197565-leave-your-mark,Aliza Licht,3.83,2147,2015
How To Have A Beautiful Mind (Paperback),/book/show/13913.How_To_Have_A_Beautiful_Mind,Edward de Bono,3.62,1799,2004
A Curious Mind: The Secret to a Bigger Life (Hardcover),/book/show/22669010-a-curious-mind,Brian Grazer,3.37,4908,2014
The Sweet Spot: How to Find Your Groove at Home and Work (Hardcover),/book/show/22318422-the-sweet-spot,Christine Carter,3.87,1219,2015
Rethinking Positive Thinking: Inside the New Science of Motivation (Hardcover),/book/show/20821304-rethinking-positive-thinking,Gabriele Oettingen,3.73,767,2014
It's Not You: 27 (Wrong) Reasons You're Single,/book/show/18079792-it-s-not-you,Sara Eckel,4.08,1621,2014
Living the 7 Habits: The Courage to Change (Paperback),/book/show/842590.Living_the_7_Habits,Stephen R. Covey,3.97,1362,1995
Finding Your Way in a Wild New World: Reclaim Your True Nature to Create the Life You Want (Hardcover),/book/show/12672988-finding-your-way-in-a-wild-new-world,Martha N. Beck,4.1,1682,2011
Just One Thing: Developing a Buddha Brain One Simple Practice at a Time (Paperback),/book/show/11276139-just-one-thing,Rick Hanson,4.05,1499,2007
Lying (Kindle Edition),/book/show/18869177-lying,Sam Harris,3.88,15147,2011
True Love: A Practice for Awakening the Heart (Paperback),/book/show/609614.True_Love,Thich Nhat Hanh,4.25,5180,2004
The Worry Cure: Seven Steps to Stop Worry from Stopping You (Paperback),/book/show/452343.The_Worry_Cure,Robert L. Leahy,3.93,901,2005
Making It All Work: Winning at the Game of Work and Business of Life (Hardcover),/book/show/3338850-making-it-all-work,David    Allen,3.91,2856,2003
Why Marriages Succeed or Fail: And How You Can Make Yours Last (Paperback),/book/show/56692.Why_Marriages_Succeed_or_Fail,John M. Gottman,4.13,1770,1994
Emotional Vampires: Dealing with People Who Drain You Dry (Paperback),/book/show/263144.Emotional_Vampires,Albert J. Bernstein,3.9,1712,2000
The Joy Diet: 10 Daily Practices for a Happier Life (Hardcover),/book/show/329083.The_Joy_Diet,Martha N. Beck,3.98,1263,2003
Being In Balance: 9 Principles for Creating Habits to Match Your Desires (Hardcover),/book/show/92301.Being_In_Balance,Wayne W. Dyer,4.19,1950,2006
Inspiration: Your Ultimate Calling (Hardcover),/book/show/20968.Inspiration,Wayne W. Dyer,4.2,6980,2006
