book_title, book_reference, author_names, avg_rating, num_ratings, year_published 
Buy Yourself the F*cking Lilies: And Other Rituals to Fix Your Life; from Someone Who's Been There (Hardcover),/book/show/46064076-buy-yourself-the-f-cking-lilies,Tara Schuster,3.96,2436,2020
Minimalism: Live a Meaningful Life (Kindle Edition),/book/show/13185350-minimalism,Joshua Fields Millburn,3.7,7435,2011
Modern Romance (Hardcover),/book/show/23453112-modern-romance,Aziz Ansari,3.82,164030,2015
E-Squared: Nine Do-It-Yourself Energy Experiments That Prove Your Thoughts Create Your Reality (Paperback),/book/show/15814383-e-squared,Pam Grout,3.93,8034,2013
Unshakeable: Your Financial Freedom Playbook (Kindle Edition),/book/show/40885164-unshakeable,Anthony Robbins,4.11,9659,2017
You Need a Budget: The Proven System for Breaking the Paycheck to Paycheck Cycle; Getting Out of Debt; and Living the Life You Want (Hardcover),/book/show/34950841-you-need-a-budget,Jesse Mecham,4.1,5015,2010
Mindfulness for Beginners (ebook),/book/show/14098.Mindfulness_for_Beginners,Jon Kabat-Zinn,3.79,4991,2006
Bored and Brilliant: How Spacing Out Can Unlock Your Most Productive & Creative Self (Hardcover),/book/show/33574185-bored-and-brilliant,Manoush Zomorodi,3.73,3224,2017
The Game of Life and How to Play It (Paperback),/book/show/626159.The_Game_of_Life_and_How_to_Play_It,Florence Scovel Shinn,4.13,7057,1978
Thanks for the Feedback: The Science and Art of Receiving Feedback Well (Hardcover),/book/show/18114120-thanks-for-the-feedback,Douglas Stone,4.11,4070,2014
Change Anything: The New Science of Personal Success (Hardcover),/book/show/9745641-change-anything,Kerry Patterson,3.99,3072,2011
Light is the New Black: A Guide to Answering Your Soul's Callings and Working Your Light (Paperback),/book/show/23280915-light-is-the-new-black,Rebecca   Campbell,4.03,4015,2015
The Personal MBA: Master the Art of Business (Hardcover),/book/show/9512985-the-personal-mba,Josh Kaufman,4.08,28190,2010
Mindless Eating: Why We Eat More Than We Think (Hardcover),/book/show/129731.Mindless_Eating,Brian Wansink,3.95,10686,2006
The Master Key System (Paperback),/book/show/71316.The_Master_Key_System,Charles F. Haanel,4.21,5225,1912
The Upward Spiral: Using Neuroscience to Reverse the Course of Depression; One Small Change at a Time (Paperback),/book/show/21413760-the-upward-spiral,Alex Korb,4.26,2686,2015
The Motivation Manifesto (Hardcover),/book/show/22891629-the-motivation-manifesto,Brendon Burchard,4.14,3761,2014
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Hardcover),/book/show/1202.Freakonomics,Steven D. Levitt,3.98,702921,2005
Social Intelligence: The New Science of Human Relationships (Hardcover),/book/show/26324.Social_Intelligence,Daniel Goleman,3.99,11796,2006
White Fragility: Why It\xe2\x80\x99s So Hard for White People to Talk About Racism (Paperback),/book/show/43708708-white-fragility,Robin DiAngelo,4.32,87680,2018
Gift from the Sea (Paperback),/book/show/77295.Gift_from_the_Sea,Anne Morrow Lindbergh,4.16,42291,1955
May Cause Miracles: A 40-Day Guidebook of Subtle Shifts for Radical Change and Unlimited Happiness (Hardcover),/book/show/13573425-may-cause-miracles,Gabrielle Bernstein,3.85,3685,2012
Financial Peace Revisited (Hardcover),/book/show/129565.Financial_Peace_Revisited,Dave Ramsey,4.3,13300,1992
Self-Esteem: A proven program of cognitive techniques for assessing; improving and maintaining your self-esteem (Paperback),/book/show/839461.Self_Esteem,Matthew McKay,4.02,1143,1987
Chicken Soup for the Teenage Soul (Paperback),/book/show/427920.Chicken_Soup_for_the_Teenage_Soul,Jack Canfield,3.93,17571,1997
Sink Reflections (Paperback),/book/show/350258.Sink_Reflections,Marla Cilley,4.05,4691,2002
The Power of Meaning: Crafting a Life That Matters (Hardcover),/book/show/30008950-the-power-of-meaning,Emily Esfahani Smith,4.02,2838,2017
The Empath's Survival Guide: Life Strategies for Sensitive People (Hardcover),/book/show/30962218-the-empath-s-survival-guide,Judith Orloff,3.85,3225,2017
The Greatness Guide: Powerful Secrets for Getting to World Class (Hardcover),/book/show/289028.The_Greatness_Guide,Robin S. Sharma,4.06,6532,2006
A Short Guide to a Happy Life (Hardcover),/book/show/100286.A_Short_Guide_to_a_Happy_Life,Anna Quindlen,3.95,7873,2000
Joyful: The Surprising Power of Ordinary Things to Create Extraordinary Happiness (Hardcover),/book/show/37946426-joyful,Ingrid Fetell Lee,3.86,3807,2018
Anxious for Nothing: Finding Calm in a Chaotic World (Hardcover),/book/show/32951877-anxious-for-nothing,Max Lucado,4.18,11387,2017
The Like Switch: An Ex-FBI Agent's Guide to Influencing; Attracting; and Winning People Over (Paperback),/book/show/21412226-the-like-switch,Jack Schafer,3.91,4312,2015
Alcoholics Anonymous (Paperback),/book/show/158420.Alcoholics_Anonymous,Alcoholics Anonymous,4.45,8050,1939
Tribes: We Need You to Lead Us (Hardcover),/book/show/3828382-tribes,Seth Godin,3.81,35073,2008
Succulent Wild Woman (Paperback),/book/show/164836.Succulent_Wild_Woman,S.A.R.K.,4.14,10041,1997
Hyperfocus: How to Be More Productive in a World of Distraction (Hardcover),/book/show/36959766-hyperfocus,Chris   Bailey,3.89,2335,2018
Brave; Not Perfect: Fear Less; Fail More; and Live Bolder (Hardcover),/book/show/40364335-brave-not-perfect,Reshma Saujani,3.87,4135,2019
The Leader Who Had No Title: A Modern Fable on Real Success in Business and in Life (Hardcover),/book/show/6881578-the-leader-who-had-no-title,Robin S. Sharma,3.95,9104,2010
Hero (The Secret; #4),/book/show/18280703-hero,Rhonda Byrne,4.06,4586,2013
Hardwiring Happiness: The New Brain Science of Contentment; Calm; and Confidence (Hardcover),/book/show/17288646-hardwiring-happiness,Rick Hanson,3.66,3258,2013
Start: Punch Fear in the Face; Escape Average and Do Work that Matters (Hardcover),/book/show/17249189-start,Jon Acuff,4,5692,2013
The Conquest of Happiness (Paperback),/book/show/51783.The_Conquest_of_Happiness,Bertrand Russell,4.02,9875,1930
I Hate You; Don't Leave Me: Understanding the Borderline Personality (Paperback),/book/show/145391.I_Hate_You_Don_t_Leave_Me,Jerold J. Kreisman,3.81,8861,1989
This Year I Will...: How to Finally Change a Habit; Keep a Resolution; or Make a Dream Come True (Hardcover),/book/show/120108.This_Year_I_Will_,M.J. Ryan,3.82,2206,2006
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers (Hardcover),/book/show/18176747-the-hard-thing-about-hard-things,Ben Horowitz,4.24,55710,2014
The Confidence Gap (Paperback),/book/show/9245232-the-confidence-gap,Russ Harris,4.08,2247,2010
The Power Is Within You (Paperback),/book/show/726383.The_Power_Is_Within_You,Louise L. Hay,4.25,3920,1991
The Power of Focus (Paperback),/book/show/68986.The_Power_of_Focus,Jack Canfield,4.16,4957,2000
Write It Down; Make It Happen: Knowing What You Want And Getting It (Paperback),/book/show/383301.Write_It_Down_Make_It_Happen,Henriette Anne Klauser,4.08,2681,2000
Love Does: Discover a Secretly Incredible Life in an Ordinary World (Paperback),/book/show/13497505-love-does,Bob Goff,4.3,54897,2012
Why We Get Fat: And What to Do About It (Hardcover),/book/show/8727466-why-we-get-fat,Gary Taubes,4.05,19056,2010
The Laws of Human Nature (Kindle Edition),/book/show/39330937-the-laws-of-human-nature,Robert Greene,4.39,6496,2018
Own the Day; Own Your Life: Optimised practices for waking; working; learning; eating; training; playing; sleeping and sex (Kindle Edition),/book/show/38494610-own-the-day-own-your-life,Aubrey Marcus,3.98,4861,2018
Happiness: A Guide to Developing Life's Most Important Skill (Paperback),/book/show/96885.Happiness,Matthieu Ricard,4.07,5552,2003
The Tools: Transform Your Problems into Courage; Confidence; and Creativity (Hardcover),/book/show/13152847-the-tools,Phil Stutz,3.68,2914,2012
Safe People: How to Find Relationships That Are Good for You and Avoid Those That Aren't (Paperback),/book/show/65325.Safe_People,Henry Cloud,4.25,3240,1995
Developing the Leader Within You (Paperback),/book/show/183554.Developing_the_Leader_Within_You,John C. Maxwell,4.21,20695,1993
Delivered from Distraction: Getting the Most out of Life with Attention Deficit Disorder (Paperback),/book/show/108592.Delivered_from_Distraction,Edward M. Hallowell; M.D.,4.13,3176,2004
How to Be an Adult in Relationships: The Five Keys to Mindful Loving (Paperback),/book/show/500901.How_to_Be_an_Adult_in_Relationships,David Richo,4.25,2979,2002
Ikigai: The Japanese Secret to a Long and Happy Life; The Little Book of Lykke; Lagom: The Swedish Art of Balanced Living (Hardcover),/book/show/40534545-ikigai,Hector Garcia Puigcerver,3.85,6868,
Inner Engineering: A Yogi's Guide to Joy (Kindle Edition),/book/show/29513878-inner-engineering,Sadhguru,4.22,9384,2016
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle (Hardcover),/book/show/26026054-it-didn-t-start-with-you,Mark Wolynn,3.62,3432,2016
Law of Attraction: The Science of Attracting More of What You Want and Less of What You Don't (Paperback),/book/show/53535.Law_of_Attraction,Michael J. Losier,4.05,9001,2003
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses (Hardcover),/book/show/10127019-the-lean-startup,Eric Ries,4.09,230263,2011
Succeed: How We Can Reach Our Goals (Hardcover),/book/show/9744815-succeed,Heidi Grant Halvorson,4.17,1978,2010
Flourish: A Visionary New Understanding of Happiness and Well-Being (Hardcover),/book/show/9744812-flourish,Martin E.P. Seligman,3.85,4931,2011
The Go-Giver: A Little Story About a Powerful Business Idea (Hardcover),/book/show/1873060.The_Go_Giver,Bob Burg,4.36,15184,2007
Wild at Heart Revised and Updated: Discovering the Secret of a Man's Soul (Kindle Edition),/book/show/40881942-wild-at-heart-revised-and-updated,John Eldredge,3.92,67687,2001
Emotional Blackmail: When the People in Your Life Use Fear; Obligation; and Guilt to Manipulate You (Paperback),/book/show/534092.Emotional_Blackmail,Susan Forward,4.12,2415,1997
Off the Clock: Feel Less Busy While Getting More Done (Kindle Edition),/book/show/36665726-off-the-clock,Laura Vanderkam,3.96,2939,2018
The 12 Week Year (Nook),/book/show/10009377-the-12-week-year,Brian P. Moran,3.89,4820,2009
Fish!: A Remarkable Way to Boost Morale and Improve Results (Hardcover),/book/show/206309.Fish_,Stephen C. Lundin,3.94,25120,1996
Wishcraft: How to Get What You Really Want (Paperback),/book/show/498904.Wishcraft,Barbara Sher,4.04,2052,1979
Peak Performance: Elevate Your Game; Avoid Burnout; and Thrive with the New Science of Success (Hardcover),/book/show/31450959-peak-performance,Brad Stulberg,4.17,4838,2017
The Start-Up of You: Adapt to the Future; Invest in Yourself; and Transform Your Career (Kindle Edition),/book/show/12030438-the-start-up-of-you,Reid Hoffman,3.85,7724,2012
The Wisdom of the Enneagram: The Complete Guide to Psychological and Spiritual Growth for the Nine Personality Types (Paperback),/book/show/311053.The_Wisdom_of_the_Enneagram,Don Richard Riso,4.17,4831,1999
Bonds That Make Us Free: Healing Our Relationships; Coming to Ourselves (Hardcover),/book/show/310194.Bonds_That_Make_Us_Free,C. Terry Warner,4.34,4218,2001
The Dark Side of the Light Chasers: Reclaiming Your Power; Creativity; Brilliance and Dreams (Paperback),/book/show/774565.The_Dark_Side_of_the_Light_Chasers,Debbie Ford,4.09,6215,1998
The Renaissance Soul: Life Design for People with Too Many Passions to Pick Just One (Hardcover),/book/show/415595.The_Renaissance_Soul,Margaret Lobenstine,3.92,2100,2006
The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations (Hardcover),/book/show/34930835-the-wisdom-of-sundays,Oprah Winfrey,4.32,5603,2017
Unfuck Your Brain: Using Science to Get Over Anxiety; Depression; Anger; Freak-Outs; and Triggers (Kindle Edition),/book/show/34885438-unfuck-your-brain,Faith G. Harper,3.57,2591,2017
Captivate: The Science of Succeeding with People (Hardcover),/book/show/31868165-captivate,Vanessa Van Edwards,4.16,3203,2017
Brave Enough (Hardcover),/book/show/25893534-brave-enough,Cheryl Strayed,3.91,8772,2015
Things No One Will Tell Fat Girls: A Handbook for Unapologetic Living (Paperback),/book/show/24796533-things-no-one-will-tell-fat-girls,Jes Baker,4.06,3426,2015
The Achievement Habit: Stop Wishing; Start Doing; and Take Command of Your Life (Hardcover),/book/show/23462640-the-achievement-habit,Bernard Roth,3.65,3002,2015
Letting Go: The Pathway To Surrender (Hardcover),/book/show/16098910-letting-go,David R. Hawkins,4.15,6034,2012
All About Love: New Visions (Hardcover),/book/show/17607.All_About_Love,Bell Hooks,4.04,16660,1999
Taking the Leap: Freeing Ourselves from Old Habits and Fears (Hardcover),/book/show/2571146-taking-the-leap,Pema Ch\xc3\xb6dr\xc3\xb6n,4.22,6123,2009
SuperBetter: A Revolutionary Approach to Getting Stronger; Happier; Braver and More Resilient - Powered by the Science of Games (Audio CD),/book/show/24611964-superbetter,Jane McGonigal,3.97,1824,2015
Find Your Why: A Practical Guide to Discovering Purpose for You and Your Team (Paperback),/book/show/29496432-find-your-why,Simon Sinek,3.68,4889,2017
The Sleep Revolution: Transforming Your Life; One Night at a Time (Hardcover),/book/show/25893700-the-sleep-revolution,Arianna Huffington,3.42,5916,2016
How We Learn: The Surprising Truth About When; Where; and Why It Happens (Hardcover),/book/show/19288640-how-we-learn,Benedict Carey,3.92,5277,2014
The Introvert's Way: Living a Quiet Life in a Noisy World (Paperback),/book/show/13542909-the-introvert-s-way,Sophia Dembling,3.67,4014,2012
How Proust Can Change Your Life (Paperback),/book/show/23420.How_Proust_Can_Change_Your_Life,Alain de Botton,3.76,13877,1997
The Noonday Demon: An Atlas of Depression (Paperback),/book/show/13932.The_Noonday_Demon,Andrew Solomon,4.19,11443,2000
Body Positive Power: How learning to love yourself will save your life (Paperback),/book/show/33295258-body-positive-power,Megan Jayne Crabbe,4.4,3529,2018
When Panic Attacks: The New; Drug-Free Anxiety Therapy That Can Change Your Life (Paperback),/book/show/205913.When_Panic_Attacks,David D. Burns,4.14,1333,2006
Creative Confidence: Unleashing the Creative Potential Within Us All (Hardcover),/book/show/17288649-creative-confidence,Tom Kelley,4.04,9709,2013
You Are the Placebo: Making Your Mind Matter (Hardcover),/book/show/18051504-you-are-the-placebo,Joe Dispenza,4.31,4088,2014
My Age of Anxiety: Fear; Hope; Dread; and the Search for Peace of Mind (Hardcover),/book/show/17737025-my-age-of-anxiety,Scott Stossel,3.84,5981,2014
The 4-Hour Chef: The Simple Path to Cooking Like a Pro; Learning Anything; and Living the Good Life (Hardcover),/book/show/13129810-the-4-hour-chef,Timothy Ferriss,3.95,9658,2012
48 Days to the Work You Love (Paperback),/book/show/74022.48_Days_to_the_Work_You_Love,Dan Miller,3.83,4871,1996
On Writing Well: The Classic Guide to Writing Nonfiction (Paperback),/book/show/53343.On_Writing_Well,William Zinsser,4.26,22046,1976
Influencer : The Power to Change Anything (Hardcover),/book/show/914211.Influencer_,Kerry Patterson,4.02,12312,2007
His Needs; Her Needs: Building an Affair-Proof Marriage (Hardcover),/book/show/49245.His_Needs_Her_Needs,Willard F. Harley Jr.,4.12,19290,1986
Being Mortal: Medicine and What Matters in the End (Hardcover),/book/show/20696006-being-mortal,Atul Gawande,4.44,130388,2014
Complex PTSD: From Surviving to Thriving (Kindle Edition),/book/show/20556323-complex-ptsd,Pete Walker,4.57,2468,2013
The 50th Law (Hardcover),/book/show/6043946-the-50th-law,50 Cent,4.15,7632,2008
The Art of Exceptional Living (Audiobook),/book/show/957355.The_Art_of_Exceptional_Living,Jim Rohn,4.29,2602,1994
The Goal: A Process of Ongoing Improvement (Paperback),/book/show/113934.The_Goal,Eliyahu M. Goldratt,4.05,57752,1984
Writing Down the Bones: Freeing the Writer Within (Paperback),/book/show/44905.Writing_Down_the_Bones,Natalie Goldberg,4.19,25697,1986
Principle-Centered Leadership (Paperback),/book/show/44644.Principle_Centered_Leadership,Stephen R. Covey,4.11,15773,1991
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered (Hardcover),/book/show/38915855-it-s-not-supposed-to-be-this-way,Lysa TerKeurst,4.39,13924,
One Thousand Gifts: A Dare to Live Fully Right Where You Are (Hardcover),/book/show/8592946-one-thousand-gifts,Ann Voskamp,4.02,47168,2011
Excuse Me; Your Life Is Waiting: The Astonishing Power of Feelings (Paperback),/book/show/69947.Excuse_Me_Your_Life_Is_Waiting,Lynn Grabhorn,4.12,4084,1999
Mothers Who Can't Love: A Healing Guide for Daughters (ebook),/book/show/17331330-mothers-who-can-t-love,Susan Forward,4.21,1661,2013
Spirit Junkie: A Radical Road to Self-Love and Miracles (Hardcover),/book/show/10309216-spirit-junkie,Gabrielle Bernstein,3.79,4444,2011
Judgment Detox: Release the Beliefs That Hold You Back from Living A Better Life (Hardcover),/book/show/35297340-judgment-detox,Gabrielle Bernstein,3.77,2419,2018
